Hindi Sentence,English Sentence,Roman Hindi,Topic/Tense,Situation,Level,Accepted Answers,Explanation
मेरा भाई कल पढ़ता/पढ़ती करेगा/करेगी।,My brother will read tomorrow.,mera bhai kal पढ़ता/पढ़ती karega/karegi,Future with will,Simple,Beginner,,Practice Simple sentences for Future with will.
मेरी बहन कल लिखता/लिखती करेगा/करेगी।,My sister will write tomorrow.,meri bahan kal लिखता/लिखती karega/karegi,Future with will,Simple,Beginner,,Practice Simple sentences for Future with will.
शिक्षक कल पूछता/पूछती करेगा/करेगी।,The teacher will ask tomorrow.,shikshak kal पूछता/पूछती karega/karegi,Future with will,Simple,Beginner,,Practice Simple sentences for Future with will.
छात्र कल सुधारता/सुधारती करेगा/करेगी।,The student will improve tomorrow.,chhatra kal सुधारता/सुधारती karega/karegi,Future with will,Simple,Beginner,,Practice Simple sentences for Future with will.
मैं कल बोलता/बोलती नहीं करेगा/करेगी।,I will not speak tomorrow.,main kal बोलता/बोलती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
आप कल सीखता/सीखती नहीं करेगा/करेगी।,You will not learn tomorrow.,aap kal सीखता/सीखती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
वह कल अभ्यास करता/करती नहीं करेगा/करेगी।,He will not practice tomorrow.,vah kal अभ्यास करता/करती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
वह कल जाता/जाती नहीं करेगा/करेगी।,She will not go tomorrow.,vah kal जाता/जाती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
हम कल पूरा करता/करती नहीं करेगा/करेगी।,We will not finish tomorrow.,hum kal पूरा करता/करती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
वे कल फोन करता/करती नहीं करेगा/करेगी।,They will not call tomorrow.,ve kal फोन करता/करती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
मेरा भाई कल पढ़ता/पढ़ती नहीं करेगा/करेगी।,My brother will not read tomorrow.,mera bhai kal पढ़ता/पढ़ती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
मेरी बहन कल लिखता/लिखती नहीं करेगा/करेगी।,My sister will not write tomorrow.,meri bahan kal लिखता/लिखती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
शिक्षक कल पूछता/पूछती नहीं करेगा/करेगी।,The teacher will not ask tomorrow.,shikshak kal पूछता/पूछती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
छात्र कल सुधारता/सुधारती नहीं करेगा/करेगी।,The student will not improve tomorrow.,chhatra kal सुधारता/सुधारती nahi karega/karegi,Future with will,Negative,Beginner,,Practice Negative sentences for Future with will.
क्या मैं कल बोलता/बोलती करेगा/करेगी?,Will i speak tomorrow?,kya main kal बोलता/बोलती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या आप कल सीखता/सीखती करेगा/करेगी?,Will you learn tomorrow?,kya aap kal सीखता/सीखती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या वह कल अभ्यास करता/करती करेगा/करेगी?,Will he practice tomorrow?,kya vah kal अभ्यास करता/करती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या वह कल जाता/जाती करेगा/करेगी?,Will she go tomorrow?,kya vah kal जाता/जाती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या हम कल पूरा करता/करती करेगा/करेगी?,Will we finish tomorrow?,kya hum kal पूरा करता/करती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या वे कल फोन करता/करती करेगा/करेगी?,Will they call tomorrow?,kya ve kal फोन करता/करती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या मेरा भाई कल पढ़ता/पढ़ती करेगा/करेगी?,Will My brother read tomorrow?,kya mera bhai kal पढ़ता/पढ़ती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या मेरी बहन कल लिखता/लिखती करेगा/करेगी?,Will My sister write tomorrow?,kya meri bahan kal लिखता/लिखती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या शिक्षक कल पूछता/पूछती करेगा/करेगी?,Will The teacher ask tomorrow?,kya shikshak kal पूछता/पूछती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
क्या छात्र कल सुधारता/सुधारती करेगा/करेगी?,Will The student improve tomorrow?,kya chhatra kal सुधारता/सुधारती karega/karegi,Future with will,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Future with will.
मैं कब बोलता/बोलती करेगा/करेगी?,When will i speak?,main kab बोलता/बोलती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
आप कब सीखता/सीखती करेगा/करेगी?,When will you learn?,aap kab सीखता/सीखती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
वह कब अभ्यास करता/करती करेगा/करेगी?,When will he practice?,vah kab अभ्यास करता/करती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
वह कब जाता/जाती करेगा/करेगी?,When will she go?,vah kab जाता/जाती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
हम कब पूरा करता/करती करेगा/करेगी?,When will we finish?,hum kab पूरा करता/करती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
वे कब फोन करता/करती करेगा/करेगी?,When will they call?,ve kab फोन करता/करती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
मेरा भाई कब पढ़ता/पढ़ती करेगा/करेगी?,When will My brother read?,mera bhai kab पढ़ता/पढ़ती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
मेरी बहन कब लिखता/लिखती करेगा/करेगी?,When will My sister write?,meri bahan kab लिखता/लिखती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
शिक्षक कब पूछता/पूछती करेगा/करेगी?,When will The teacher ask?,shikshak kab पूछता/पूछती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
छात्र कब सुधारता/सुधारती करेगा/करेगी?,When will The student improve?,chhatra kab सुधारता/सुधारती karega/karegi,Future with will,Question Word,Beginner,,Practice Question Word sentences for Future with will.
मैं कल बोलता/बोलती क्यों नहीं करेगा/करेगी?,Why will i not speak tomorrow?,main kal बोलता/बोलती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
आप कल सीखता/सीखती क्यों नहीं करेगा/करेगी?,Why will you not learn tomorrow?,aap kal सीखता/सीखती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
वह कल अभ्यास करता/करती क्यों नहीं करेगा/करेगी?,Why will he not practice tomorrow?,vah kal अभ्यास करता/करती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
वह कल जाता/जाती क्यों नहीं करेगा/करेगी?,Why will she not go tomorrow?,vah kal जाता/जाती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
हम कल पूरा करता/करती क्यों नहीं करेगा/करेगी?,Why will we not finish tomorrow?,hum kal पूरा करता/करती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
वे कल फोन करता/करती क्यों नहीं करेगा/करेगी?,Why will they not call tomorrow?,ve kal फोन करता/करती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
मेरा भाई कल पढ़ता/पढ़ती क्यों नहीं करेगा/करेगी?,Why will My brother not read tomorrow?,mera bhai kal पढ़ता/पढ़ती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
मेरी बहन कल लिखता/लिखती क्यों नहीं करेगा/करेगी?,Why will My sister not write tomorrow?,meri bahan kal लिखता/लिखती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
शिक्षक कल पूछता/पूछती क्यों नहीं करेगा/करेगी?,Why will The teacher not ask tomorrow?,shikshak kal पूछता/पूछती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
छात्र कल सुधारता/सुधारती क्यों नहीं करेगा/करेगी?,Why will The student not improve tomorrow?,chhatra kal सुधारता/सुधारती kyon nahi karega/karegi,Future with will,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Future with will.
मैं ने अभी बोलता/बोलती पूरा किया है।,I have spoken recently.,main ne abhi bolta/bolti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
आप ने अभी सीखता/सीखती पूरा किया है।,You have learned recently.,aap ne abhi seekhta/seekhti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
वह ने अभी अभ्यास करता/करती पूरा किया है।,He has practiced recently.,vah ne abhi abhyas karta/karti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
वह ने अभी जाता/जाती पूरा किया है।,She has gone recently.,vah ne abhi jata/jati poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
हम ने अभी पूरा करता/करती पूरा किया है।,We have finished recently.,hum ne abhi poora karta/karti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
वे ने अभी फोन करता/करती पूरा किया है।,They have called recently.,ve ne abhi phone karta/karti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
मेरा भाई ने अभी पढ़ता/पढ़ती पूरा किया है।,My brother has read recently.,mera bhai ne abhi padhta/padhti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
मेरी बहन ने अभी लिखता/लिखती पूरा किया है।,My sister has written recently.,meri bahan ne abhi likhta/likhti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
शिक्षक ने अभी पूछता/पूछती पूरा किया है।,The teacher has asked recently.,shikshak ne abhi poochhta/poochhti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
छात्र ने अभी सुधारता/सुधारती पूरा किया है।,The student has improved recently.,chhatra ne abhi sudharta/sudharti poora kiya hai,Present Perfect,Simple,Beginner,,Practice Simple sentences for Present Perfect.
मैं ने अभी बोलता/बोलती पूरा नहीं किया है।,I have not spoken yet.,main ne abhi bolta/bolti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
आप ने अभी सीखता/सीखती पूरा नहीं किया है।,You have not learned yet.,aap ne abhi seekhta/seekhti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
वह ने अभी अभ्यास करता/करती पूरा नहीं किया है।,He has not practiced yet.,vah ne abhi abhyas karta/karti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
वह ने अभी जाता/जाती पूरा नहीं किया है।,She has not gone yet.,vah ne abhi jata/jati poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
हम ने अभी पूरा करता/करती पूरा नहीं किया है।,We have not finished yet.,hum ne abhi poora karta/karti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
वे ने अभी फोन करता/करती पूरा नहीं किया है।,They have not called yet.,ve ne abhi phone karta/karti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
मेरा भाई ने अभी पढ़ता/पढ़ती पूरा नहीं किया है।,My brother has not read yet.,mera bhai ne abhi padhta/padhti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
मेरी बहन ने अभी लिखता/लिखती पूरा नहीं किया है।,My sister has not written yet.,meri bahan ne abhi likhta/likhti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
शिक्षक ने अभी पूछता/पूछती पूरा नहीं किया है।,The teacher has not asked yet.,shikshak ne abhi poochhta/poochhti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
छात्र ने अभी सुधारता/सुधारती पूरा नहीं किया है।,The student has not improved yet.,chhatra ne abhi sudharta/sudharti poora nahi kiya hai,Present Perfect,Negative,Beginner,,Practice Negative sentences for Present Perfect.
क्या मैं ने अभी बोलता/बोलती पूरा किया है?,Have i spoken yet?,kya main ne abhi bolta/bolti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या आप ने अभी सीखता/सीखती पूरा किया है?,Have you learned yet?,kya aap ne abhi seekhta/seekhti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या वह ने अभी अभ्यास करता/करती पूरा किया है?,Has he practiced yet?,kya vah ne abhi abhyas karta/karti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या वह ने अभी जाता/जाती पूरा किया है?,Has she gone yet?,kya vah ne abhi jata/jati poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या हम ने अभी पूरा करता/करती पूरा किया है?,Have we finished yet?,kya hum ne abhi poora karta/karti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या वे ने अभी फोन करता/करती पूरा किया है?,Have they called yet?,kya ve ne abhi phone karta/karti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या मेरा भाई ने अभी पढ़ता/पढ़ती पूरा किया है?,Has My brother read yet?,kya mera bhai ne abhi padhta/padhti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या मेरी बहन ने अभी लिखता/लिखती पूरा किया है?,Has My sister written yet?,kya meri bahan ne abhi likhta/likhti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या शिक्षक ने अभी पूछता/पूछती पूरा किया है?,Has The teacher asked yet?,kya shikshak ne abhi poochhta/poochhti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
क्या छात्र ने अभी सुधारता/सुधारती पूरा किया है?,Has The student improved yet?,kya chhatra ne abhi sudharta/sudharti poora kiya hai,Present Perfect,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Present Perfect.
मैं ने अभी क्या पूरा किया है?,What have i spoken recently?,main ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
आप ने अभी क्या पूरा किया है?,What have you learned recently?,aap ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
वह ने अभी क्या पूरा किया है?,What has he practiced recently?,vah ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
वह ने अभी क्या पूरा किया है?,What has she gone recently?,vah ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
हम ने अभी क्या पूरा किया है?,What have we finished recently?,hum ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
वे ने अभी क्या पूरा किया है?,What have they called recently?,ve ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
मेरा भाई ने अभी क्या पूरा किया है?,What has My brother read recently?,mera bhai ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
मेरी बहन ने अभी क्या पूरा किया है?,What has My sister written recently?,meri bahan ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
शिक्षक ने अभी क्या पूरा किया है?,What has The teacher asked recently?,shikshak ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
छात्र ने अभी क्या पूरा किया है?,What has The student improved recently?,chhatra ne abhi kya poora kiya hai,Present Perfect,Question Word,Beginner,,Practice Question Word sentences for Present Perfect.
मैं ने अभी बोलता/बोलती पूरा क्यों नहीं किया है?,Why have i not spoken yet?,main ne abhi bolta/bolti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
आप ने अभी सीखता/सीखती पूरा क्यों नहीं किया है?,Why have you not learned yet?,aap ne abhi seekhta/seekhti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
वह ने अभी अभ्यास करता/करती पूरा क्यों नहीं किया है?,Why has he not practiced yet?,vah ne abhi abhyas karta/karti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
वह ने अभी जाता/जाती पूरा क्यों नहीं किया है?,Why has she not gone yet?,vah ne abhi jata/jati poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
हम ने अभी पूरा करता/करती पूरा क्यों नहीं किया है?,Why have we not finished yet?,hum ne abhi poora karta/karti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
वे ने अभी फोन करता/करती पूरा क्यों नहीं किया है?,Why have they not called yet?,ve ne abhi phone karta/karti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
मेरा भाई ने अभी पढ़ता/पढ़ती पूरा क्यों नहीं किया है?,Why has My brother not read yet?,mera bhai ne abhi padhta/padhti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
मेरी बहन ने अभी लिखता/लिखती पूरा क्यों नहीं किया है?,Why has My sister not written yet?,meri bahan ne abhi likhta/likhti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
शिक्षक ने अभी पूछता/पूछती पूरा क्यों नहीं किया है?,Why has The teacher not asked yet?,shikshak ne abhi poochhta/poochhti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
छात्र ने अभी सुधारता/सुधारती पूरा क्यों नहीं किया है?,Why has The student not improved yet?,chhatra ne abhi sudharta/sudharti poora kyon nahi kiya hai,Present Perfect,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Present Perfect.
मैं अभी बोलता/बोलती रहा/रही था।,I was speaking at that time.,main abhi bolta/bolti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
आप अभी सीखता/सीखती रहा/रही था।,You were learning at that time.,aap abhi seekhta/seekhti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
वह अभी अभ्यास करता/करती रहा/रही था।,He was practicing at that time.,vah abhi abhyas karta/karti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
वह अभी जाता/जाती रहा/रही था।,She was going at that time.,vah abhi jata/jati रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
हम अभी पूरा करता/करती रहा/रही था।,We were finishing at that time.,hum abhi poora karta/karti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
वे अभी फोन करता/करती रहा/रही था।,They were calling at that time.,ve abhi phone karta/karti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
मेरा भाई अभी पढ़ता/पढ़ती रहा/रही था।,My brother was reading at that time.,mera bhai abhi padhta/padhti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
मेरी बहन अभी लिखता/लिखती रहा/रही था।,My sister was writing at that time.,meri bahan abhi likhta/likhti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
शिक्षक अभी पूछता/पूछती रहा/रही था।,The teacher was asking at that time.,shikshak abhi poochhta/poochhti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
छात्र अभी सुधारता/सुधारती रहा/रही था।,The student was improving at that time.,chhatra abhi sudharta/sudharti रहा/रही था,Past Continuous,Simple,Beginner,,Practice Simple sentences for Past Continuous.
मैं अभी बोलता/बोलती नहीं रहा/रही था।,I was not speaking at that time.,main abhi bolta/bolti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
आप अभी सीखता/सीखती नहीं रहा/रही था।,You were not learning at that time.,aap abhi seekhta/seekhti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
वह अभी अभ्यास करता/करती नहीं रहा/रही था।,He was not practicing at that time.,vah abhi abhyas karta/karti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
वह अभी जाता/जाती नहीं रहा/रही था।,She was not going at that time.,vah abhi jata/jati nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
हम अभी पूरा करता/करती नहीं रहा/रही था।,We were not finishing at that time.,hum abhi poora karta/karti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
वे अभी फोन करता/करती नहीं रहा/रही था।,They were not calling at that time.,ve abhi phone karta/karti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
मेरा भाई अभी पढ़ता/पढ़ती नहीं रहा/रही था।,My brother was not reading at that time.,mera bhai abhi padhta/padhti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
मेरी बहन अभी लिखता/लिखती नहीं रहा/रही था।,My sister was not writing at that time.,meri bahan abhi likhta/likhti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
शिक्षक अभी पूछता/पूछती नहीं रहा/रही था।,The teacher was not asking at that time.,shikshak abhi poochhta/poochhti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
छात्र अभी सुधारता/सुधारती नहीं रहा/रही था।,The student was not improving at that time.,chhatra abhi sudharta/sudharti nahi रहा/रही था,Past Continuous,Negative,Beginner,,Practice Negative sentences for Past Continuous.
क्या मैं अभी बोलता/बोलती रहा/रही था?,Was i speaking at that time?,kya main abhi bolta/bolti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या आप अभी सीखता/सीखती रहा/रही था?,Were you learning at that time?,kya aap abhi seekhta/seekhti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या वह अभी अभ्यास करता/करती रहा/रही था?,Was he practicing at that time?,kya vah abhi abhyas karta/karti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या वह अभी जाता/जाती रहा/रही था?,Was she going at that time?,kya vah abhi jata/jati रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या हम अभी पूरा करता/करती रहा/रही था?,Were we finishing at that time?,kya hum abhi poora karta/karti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या वे अभी फोन करता/करती रहा/रही था?,Were they calling at that time?,kya ve abhi phone karta/karti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या मेरा भाई अभी पढ़ता/पढ़ती रहा/रही था?,Was My brother reading at that time?,kya mera bhai abhi padhta/padhti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या मेरी बहन अभी लिखता/लिखती रहा/रही था?,Was My sister writing at that time?,kya meri bahan abhi likhta/likhti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या शिक्षक अभी पूछता/पूछती रहा/रही था?,Was The teacher asking at that time?,kya shikshak abhi poochhta/poochhti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
क्या छात्र अभी सुधारता/सुधारती रहा/रही था?,Was The student improving at that time?,kya chhatra abhi sudharta/sudharti रहा/रही था,Past Continuous,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Past Continuous.
मैं अभी क्या कर रहा/रही है?,What was i doing at that time?,main abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
आप अभी क्या कर रहा/रही है?,What were you doing at that time?,aap abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
वह अभी क्या कर रहा/रही है?,What was he doing at that time?,vah abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
वह अभी क्या कर रहा/रही है?,What was she doing at that time?,vah abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
हम अभी क्या कर रहा/रही है?,What were we doing at that time?,hum abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
वे अभी क्या कर रहा/रही है?,What were they doing at that time?,ve abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
मेरा भाई अभी क्या कर रहा/रही है?,What was My brother doing at that time?,mera bhai abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
मेरी बहन अभी क्या कर रहा/रही है?,What was My sister doing at that time?,meri bahan abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
शिक्षक अभी क्या कर रहा/रही है?,What was The teacher doing at that time?,shikshak abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
छात्र अभी क्या कर रहा/रही है?,What was The student doing at that time?,chhatra abhi kya kar raha/rahi hai,Past Continuous,Question Word,Beginner,,Practice Question Word sentences for Past Continuous.
मैं अभी बोलता/बोलती क्यों नहीं रहा/रही था?,Why was i not speaking at that time?,main abhi bolta/bolti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
आप अभी सीखता/सीखती क्यों नहीं रहा/रही था?,Why were you not learning at that time?,aap abhi seekhta/seekhti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
वह अभी अभ्यास करता/करती क्यों नहीं रहा/रही था?,Why was he not practicing at that time?,vah abhi abhyas karta/karti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
वह अभी जाता/जाती क्यों नहीं रहा/रही था?,Why was she not going at that time?,vah abhi jata/jati kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
हम अभी पूरा करता/करती क्यों नहीं रहा/रही था?,Why were we not finishing at that time?,hum abhi poora karta/karti kyon nahi रहा/रही था,Past Continuous,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Past Continuous.
